precision,recall
0.5365540829414279,1.0
0.5379665379665379,0.999203187250996
0.538659793814433,0.999203187250996
0.5400516795865633,0.999203187250996
0.5405172413793103,0.999203187250996
0.5428571428571428,0.999203187250996
0.5433275563258232,0.999203187250996
0.5447437011294527,0.999203187250996
0.5454545454545454,0.999203187250996
0.5473592317765168,0.999203187250996
0.5487964989059081,0.999203187250996
0.5497588776852258,0.999203187250996
0.5512087912087912,0.999203187250996
0.5524229074889868,0.999203187250996
0.5529100529100529,0.999203187250996
0.5551128818061088,0.999203187250996
0.5553587245349867,0.999203187250996
0.5565912117177098,0.999203187250996
0.5570857396712572,0.999203187250996
0.5583259127337489,0.999203187250996
0.5595716198125836,0.999203187250996
0.5613249776186213,0.999203187250996
0.5618279569892473,0.999203187250996
0.5628366247755835,0.999203187250996
0.5646105357946871,0.999203187250996
0.5658844765342961,0.999203187250996
0.5666516041572526,0.999203187250996
0.5679347826086957,0.999203187250996
0.5692237857467091,0.999203187250996
0.5707783340919436,0.999203187250996
0.5720802919708029,0.999203187250996
0.5736505032021958,0.999203187250996
0.5739130434782609,0.999203187250996
0.5747021081576535,0.999203187250996
0.5752293577981651,0.999203187250996
0.5762867647058824,0.999203187250996
0.5778801843317972,0.999203187250996
0.5786802030456852,0.999203187250996
0.5792147806004619,0.999203187250996
0.579750346740638,0.999203187250996
0.5808244557665586,0.999203187250996
0.5824431026474687,0.999203187250996
0.5843429636533085,0.999203187250996
0.5854341736694678,0.999203187250996
0.5857076132648296,0.999203187250996
0.585981308411215,0.999203187250996
0.5865294667913938,0.999203187250996
0.5879043600562588,0.999203187250996
0.5895627644569816,0.999203187250996
0.5898400752587017,0.999203187250996
0.590951932139491,0.999203187250996
0.5912305516265912,0.999203187250996
0.5923476617855455,0.999203187250996
0.5929078014184397,0.999203187250996
0.5940312648034107,0.999203187250996
0.5944022770398482,0.998406374501992
0.5952494061757719,0.998406374501992
0.5978053435114504,0.998406374501992
0.5992348158775705,0.998406374501992
0.600095785440613,0.998406374501992
0.6015362457993279,0.998406374501992
0.602502406159769,0.9976095617529881
0.6027924891670678,0.9976095617529881
0.6042471042471043,0.9976095617529881
0.6060019361084221,0.9976095617529881
0.6071774975751697,0.9976095617529881
0.6074721009218825,0.9976095617529881
0.6086533787068547,0.9976095617529881
0.6101364522417154,0.9976095617529881
0.6116267708842208,0.9976095617529881
0.6119257086999023,0.9976095617529881
0.6122249388753056,0.9976095617529881
0.6131243878550441,0.9976095617529881
0.6152334152334152,0.9976095617529881
0.615535889872173,0.9976095617529881
0.6161417322834646,0.9976095617529881
0.6164451009354998,0.9976095617529881
0.6182716049382716,0.9976095617529881
0.6180830039525692,0.9968127490039841
0.6193069306930693,0.9968127490039841
0.6199207135777998,0.9968127490039841
0.6202280614774417,0.9968127490039841
0.6208436724565757,0.9968127490039841
0.6217693836978131,0.9968127490039841
0.6226978596316576,0.9968127490039841
0.624251497005988,0.9968127490039841
0.6251874062968515,0.9968127490039841
