precision,recall
0.5148962399835628,1.0
0.5147965474722564,0.9996009577015164
0.5149023638232272,0.9996009577015164
0.5150082236842105,0.9996009577015164
0.5151141270820481,0.9996009577015164
0.5152200740436035,0.9996009577015164
0.5153260645957621,0.9996009577015164
0.5154320987654321,0.9996009577015164
0.5155381765795432,0.9996009577015164
0.515750463248919,0.9996009577015164
0.5158566721581549,0.9996009577015164
0.5159629248197735,0.9996009577015164
0.5160692212608158,0.9996009577015164
0.5161755615083453,0.9996009577015164
0.5163883735312307,0.9996009577015164
0.5167079207920792,0.9996009577015164
0.5168145244481123,0.9996009577015164
0.5170278637770898,0.9996009577015164
0.5172413793103449,0.9996009577015164
0.5175619834710744,0.9996009577015164
0.5176689398636082,0.9996009577015164
0.5179900744416873,0.9996009577015164
0.5180972078593589,0.9996009577015164
0.5182043856019859,0.9996009577015164
0.5183116076970825,0.9996009577015164
0.5184188741721855,0.9996009577015164
0.518526185054854,0.9996009577015164
0.5186335403726708,0.9996009577015164
0.5187409401532408,0.9996009577015164
0.5188483844241922,0.9996009577015164
0.5189558732131759,0.9996009577015164
0.5191709844559586,0.9996009577015164
0.5193862741032552,0.9996009577015164
0.5196017423771002,0.9996009577015164
0.5198173894998962,0.9996009577015164
0.5199252801992528,0.9996009577015164
0.520141196013289,0.9996009577015164
0.5203572912339012,0.9996009577015164
0.5204654061915646,0.9996009577015164
0.5206817709415922,0.9996009577015164
0.5208983156581409,0.9996009577015164
0.5211150405658415,0.9996009577015164
0.521223470661673,0.9996009577015164
0.5215490318550906,0.9996009577015164
0.5217662986877734,0.9996009577015164
0.5219837466138779,0.9996009577015164
0.5220925385577324,0.9996009577015164
0.5222013758599124,0.9996009577015164
0.5223102585487907,0.9996009577015164
0.5225281602002503,0.9996009577015164
0.5227557411273487,0.9992019154030327
0.5230833507415918,0.9992019154030327
0.5233019853709509,0.9992019154030327
0.5234113712374582,0.9992019154030327
0.5236302802174823,0.9992019154030327
0.5237398033884124,0.9992019154030327
0.5238493723849372,0.9992019154030327
0.5240686479698619,0.9992019154030327
0.5243979057591623,0.9992019154030327
0.5245077503142019,0.9992019154030327
0.5246176408967107,0.9992019154030327
0.5247275775356245,0.9992019154030327
0.5249475890985325,0.9992019154030327
0.52505766408052,0.9992019154030327
0.5254984260230849,0.9992019154030327
0.5256087321578505,0.9992019154030327
0.5257190846105396,0.9992019154030327
0.5259399285864315,0.9992019154030327
0.5260504201680672,0.9992019154030327
0.5259508300063038,0.9988028731045491
0.5261719571158293,0.9988028731045491
0.526282590412111,0.9988028731045491
0.5261829652996846,0.9984038308060654
0.5265151515151515,0.9984038308060654
0.5267368421052632,0.9984038308060654
0.5268477574226152,0.9984038308060654
0.527180783817952,0.9984038308060654
0.5274030354131535,0.9984038308060654
0.5278481012658228,0.9984038308060654
0.5280709159983116,0.9984038308060654
0.528293918918919,0.9984038308060654
0.5284054910242872,0.9984038308060654
0.5287404902789519,0.9984038308060654
0.5287526427061311,0.9980047885075818
0.5289763113367174,0.9980047885075818
0.5290882166278824,0.9980047885075818
0.5291005291005291,0.9976057462090981
0.5292249047013977,0.9972067039106145
0.5295613477431659,0.9972067039106145
0.5298982188295165,0.9972067039106145
0.5299109036911328,0.9968076616121309
